62,75,115,2019-06-10 20:28:19.472698
144,121,130,2019-06-10 20:28:21.369317
112,48,160,2019-06-10 20:28:23.733906
128,48,123,2019-06-10 20:28:25.830594
74,94,48,2019-06-10 20:28:28.927841
59,168,61,2019-06-10 20:28:39.462466
44,53,141,2019-06-10 20:28:42.446979
159,66,25,2019-06-10 20:28:45.482180
12,118,33,2019-06-10 20:28:47.616216
168,50,61,2019-06-10 20:28:49.740113
59,10,72,2019-06-10 20:28:52.111473
149,133,138,2019-06-10 20:28:55.413168
62,135,48,2019-06-10 20:28:57.620699
137,20,131,2019-06-10 20:28:59.714488
3,98,124,2019-06-10 20:29:01.491440
9,145,5,2019-06-10 20:29:03.552074
98,117,9,2019-06-10 20:29:05.653734
88,81,141,2019-06-10 20:29:07.480555
105,6,23,2019-06-10 20:29:09.201828
145,59,168,2019-06-10 20:29:11.248333
5,1,29,2019-06-10 20:29:13.292289
54,36,87,2019-06-10 20:29:15.821950
60,6,31,2019-06-10 20:29:17.874462
69,146,109,2019-06-10 20:29:22.987249
129,157,117,2019-06-10 20:29:25.300912
0,151,10,2019-06-10 20:29:27.570489
13,81,10,2019-06-10 20:29:30.675884
118,102,141,2019-06-10 20:29:32.548364
106,46,156,2019-06-10 20:29:35.120828
137,102,54,2019-06-10 20:29:36.957693
15,51,26,2019-06-10 20:29:38.468189
161,67,115,2019-06-10 20:29:43.205117
71,155,136,2019-06-10 20:29:45.249178
36,78,122,2019-06-10 20:29:47.138592
15,156,154,2019-06-10 20:29:48.840220
94,84,23,2019-06-10 20:29:50.681443
160,14,18,2019-06-10 20:29:52.346394
61,117,39,2019-06-10 20:29:54.637710
1,7,21,2019-06-10 20:29:57.499611
127,147,100,2019-06-10 20:29:59.440298
4,17,107,2019-06-10 20:30:01.022342
53,165,55,2019-06-10 20:30:02.528185
31,77,10,2019-06-10 20:30:04.163972
53,109,116,2019-06-10 20:30:06.140606
124,52,3,2019-06-10 20:30:08.385120
151,28,49,2019-06-10 20:30:10.804476
137,117,133,2019-06-10 20:30:13.182127
149,167,40,2019-06-10 20:30:15.408016
142,114,61,2019-06-10 20:30:21.250869
115,89,158,2019-06-10 20:30:23.104554
70,143,40,2019-06-10 20:30:25.209182
79,133,83,2019-06-10 20:30:26.968685
159,164,42,2019-06-10 20:30:36.373501
145,48,162,2019-06-10 20:30:37.798073
101,130,114,2019-06-10 20:30:39.281526
138,1,153,2019-06-10 20:30:41.110360
77,103,1,2019-06-10 20:30:42.701723
26,118,14,2019-06-10 20:30:44.503693
66,13,159,2019-06-10 20:30:48.320323
23,86,107,2019-06-10 20:30:51.464088
